"Nome ",ID,Группа,Дата Последней Котировки,Дата стоимости,Ед. Измерения,Категория,"Название RU ",Название RU [AI],Последний Поставщик,Последняя Котировка,Поставщик / Подрядчик,Поставщики,Создано,Стоимость,💯 Котировки поставщиков
,PÁGIN. 93 - CELHAS VINDIMA,,,"September 25, 2025 11:59 AM",,виноградные клетки,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
CELHA VINDIMA PLAST. 38 LITROS 10Un./Emb.,100.0400,,,"October 6, 2025 11:25 AM",un,пластиковые контейнеры,,CELHA VINDIMA PLAST. 38 ЛИТРОВ 10ШТ./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.65,
CELHA VINDIMA PLAST. 50 LITROS C/Asa 10Un./Emb.,100.0410,,,"October 6, 2025 11:25 AM",un,Упаковочные материалы,,ЦЕЛЬНАЯ ПЛАСТИКА VINDIMA. 50 ЛИТРОВ С/РУЧКА 10У./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€4.70,
,PÁGIN. 93 - DESEMPENADEIRAS,,,"September 25, 2025 11:59 AM",,Инструменты,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
DESEMPENADEIRA PRETA Nº 1 25Un./Cx.,100.0050,,,"October 6, 2025 11:25 AM",un,Инструменты,,ДЕСПЕНДЕЙРА ЧЕРНАЯ № 1 25шт./кор.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.99,
DESEMPENADEIRA PRETA Nº 2 25Un./Cx.,100.0055,,,"October 6, 2025 11:25 AM",un,Инструменты,,ДЕСПЕНАДЕЙРА ЧЕРНАЯ № 2 25Шт./Кор.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.05,
DESEMPENADEIRA PRETA Nº 3 25Un./Cx.,100.0060,,,"October 6, 2025 11:25 AM",un,Инструменты,,ДЕСПЕНАДЕЙРА ЧЁРНАЯ № 3 25шт./коробка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.16,
DESEMPENADEIRA PRETA Nº 4 25Un./Cx.,100.0065,,,"October 6, 2025 11:25 AM",un,Инструменты,,ДЕЗЕМПЕНАДЕЙРА ЧЕРНАЯ № 4 25шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.41,
,PÁGIN. 93 - ESPUMAS PARA CONSTRUÇÃO - ALISAR ARGAMASSAS,,,"September 25, 2025 11:59 AM",,строительные пены,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
ESPUMA ALISAR ARGAMASSA 170x100x50mm 60Un./Pac.,100.E050,,,"October 6, 2025 11:25 AM",un,Штукатурка,,ЭСПУМА АЛИСАР АРГАМАРСА 170x100x50мм 60шт./Пак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.55,
ESPUMA ALISAR ARGAMASSA 170x100x70mm 48Un./Pac.,100.E070,,,"October 6, 2025 11:25 AM",un,Штукатурка,,ЭСПУМА АЛИСАР АРГАМАРСА 170x100x70мм 48Шт./Пак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.62,
,PÁGIN. 93 - TALOCHAS,,,"September 25, 2025 11:59 AM",,тало́чки,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
TALOCHA Nº 1 PRETA 265x160mm 25Un./Emb.,100.0000,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОХА Nº 1 ЧЕРНАЯ 265x160мм 25шт./упаковка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.70,
TALOCHA Nº 1 PRETA C/BICO 300x160mm 25Un./Emb.,100.0005,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОЧА Nº 1 ЧЕРНАЯ С/ОБРЫВОК 300x160мм 25Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.41,
TALOCHA Nº 1 PRETA C/ESPONJA 265x160mm 25Un./Emb.,100.0010,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОХА Nº 1 ЧЕРНАЯ С ГУБКОЙ 265x160мм 25шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.47,
TALOCHA Nº 1 PRETA C/BICO+ESPONJA 300x160mm 25Un./Emb.,100.0015,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОХА Nº 1 ЧЕРНАЯ С БИКОМ+СПОНЖОМ 300x160мм 25ШТ./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.58,
TALOCHA Nº 2 PRETA 340x217mm 25Un./Emb.,100.0020,,,"October 6, 2025 11:25 AM",un,Клеи и герметики,,ТАЛОХА № 2 ЧЕРНАЯ 340x217мм 25шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.96,
TALOCHA Nº 2 CINZA 340x217mm 25Un./Emb.,100.0025,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОХА Nº 2 СЕРО 340x217мм 25шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.69,
TALOCHA Nº 3 PRETA 415x260mm 15Un./Emb.,100.0030,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОЧА Nº 3 ЧЕРНАЯ 415x260мм 15шт./упаковка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.85,
TALOCHA Nº 4 PRETA 445x150mm 20Un./Emb.,100.0040,,,"October 6, 2025 11:25 AM",un,Инструменты,,ТАЛОХА Nº 4 ЧЕРНАЯ 445x150мм 20шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.84,
,PÁGIN. 94 - CASTANHETAS PARA COFRAGEM,,,"September 25, 2025 11:59 AM",,Опалубка,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
CASTANHETA DE CUNHA PINTADA 50Un./Emb.,099.CASTC01,,,"October 6, 2025 11:25 AM",un,Краски,,Кастаньета де кунья пинтада 50шт./упаковка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.88,
CASTANHETA DE MOLA ZINCADA 50Un./Emb.,099.CASTM01,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,Кастаньета с пружиной оцинкованная 50шт./упаковка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.82,
,PÁGIN. 94 - CUNHAS E FIXADORES PARA COFRAGEM METALICA,,,"September 25, 2025 11:59 AM",,Опалубка,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
CUNHA ZINCADA +CORRENTE+PERNO 50Un./Emb.,099.CUCPZ01,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,Оцинкованный цинк + Цепь + Гайка 50шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€4.80,
CUNHA SIMPLES em Bruto 100Un./Emb.,099.CUSCB01,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,CUNHA SIMPLES в Брутто 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.12,
CUNHA SIMPLES Zincada 100Un./Emb.,099.CUSCZ01,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,CUNHA SIMPLES оцинкованная 100шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.61,
FIXADOR DE PLACA ZINCADO 50Un./Emb.,099.FIXPZ01,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ФИКСАТОР ПЛАСТИНЫ ОЦИНКОВАННЫЙ 50шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.15,
,PÁGIN. 94 - CUNHAS PARA DISTANCIADORES DE COFRAGEM,,,"September 25, 2025 11:59 AM",,Опалубка,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
CUNHA CURTA P/DISTANCIADORES em Bruto 100Un./Emb.,099.CUDCB101,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,КУНЬЯ КУРТА П/ДИСТАНЦИАТОРОВ в СЫРОМ ВИДЕ 100ШТ./УПАК.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.33,
CUNHA CURTA P/DISTANCIADORES Zincada 100Un./Emb.,099.CUDCZ101,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,КУНЬЯ КУРТА ДЛЯ ДИСТАНЦИОННЫХ ЗАЩИТОВ Оцинкованная 100шт./упаковка,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.46,
CUNHA LONGA P/DISTANCIADORES em Bruto 100Un./Emb.,099.CUDLB101,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,CUNHA LONGA P/DISTANCIADORES в сыром виде 100шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.73,
CUNHA LONGA P/DISTANCIADORES Zincada 100Un./Emb.,099.CUDLZ101,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,CUNHA LONGA P/DISTANCIADORES Оцинкованная 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.78,
,PÁGIN. 94 - DISTANCIADOR FURO RECTANGULAR PARA COFRAGEM,,,"September 25, 2025 11:59 AM",,Опалубка,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
DISTANCIADOR FURO RECTANGULAR 100mm 100Un./Emb.,099.DFR0100,,,"October 6, 2025 11:25 AM",un,дистанцировочные материалы,,ДИСТАНЦИОР ФУРО РЕКТАНГУЛЯР 100мм 100Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.27,
DISTANCIADOR FURO RECTANGULAR 120mm 100Un./Emb.,099.DFR0120,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ОТВЕРСТИЯ ПРЯМОУГОЛЬНЫЙ 120мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.31,
DISTANCIADOR FURO RECTANGULAR 150mm 100Un./Emb.,099.DFR0150,,,"October 6, 2025 11:25 AM",un,дистанционеры,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНЫХ ДЫРОК 150мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.31,
DISTANCIADOR FURO RECTANGULAR 160mm 100Un./Emb.,099.DFR0160,,,"October 6, 2025 11:25 AM",un,Вспомогательные материалы,,ДИСТАНЦИАДОР ФУРО РЕКТАНГУЛЯР 160мм 100Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.34,
DISTANCIADOR FURO RECTANGULAR 200mm 100Un./Emb.,099.DFR0200,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИАДОР ФУРО РЕКТАНГУЛЯР 200мм 100Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.33,
DISTANCIADOR FURO RECTANGULAR 250mm 100Un./Emb.,099.DFR0250,,,"October 6, 2025 11:25 AM",un,Вспомогательные материалы,,ДИСТАНЦИОР ФУРО РЕКТАНГУЛЯР 250мм 100Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.38,
DISTANCIADOR FURO RECTANGULAR 300mm 100Un./Emb.,099.DFR0300,,,"October 6, 2025 11:25 AM",un,Вспомогательные материалы,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНОГО ОТВЕРСТИЯ 300мм 100шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.43,
DISTANCIADOR FURO RECTANGULAR 350mm 100Un./Emb.,099.DFR0350,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНЫХ ОТВЕРСТИЙ 350мм 100шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.49,
DISTANCIADOR FURO RECTANGULAR 400mm 100Un./Emb.,099.DFR0400,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНОГО ОТВЕРСТИЯ 400мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.56,
DISTANCIADOR FURO RECTANGULAR 450mm 100Un./Emb.,099.DFR0450,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИАТОР ДЛЯ РЕГУЛЯРНОГО ОТВЕРСТИЯ 450мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.62,
DISTANCIADOR FURO RECTANGULAR 500mm 100Un./Emb.,099.DFR0500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНЫХ ОТВЕРСТИЙ 500мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.68,
DISTANCIADOR FURO RECTANGULAR 550mm 100Un./Emb.,099.DFR0550,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ РЕКТАНГУЛЯРНЫХ ОТВЕРСТИЙ 550мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.73,
DISTANCIADOR FURO RECTANGULAR 600mm 100Un./Emb.,099.DFR0600,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ПРОРЕЗИ RECTANGULAR 600мм 100шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€0.78,
DISTANCIADOR FURO RECTANGULAR 1000mm 50Un./Emb.,099.DFR1000,,,"October 6, 2025 11:25 AM",un,дистанционеры,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНЫХ ОТВЕРСТИЙ 1000мм 50шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.27,
DISTANCIADOR FURO RECTANGULAR 1500mm 50Un./Emb.,099.DFR1500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ДИСТАНЦИОНЕР ДЛЯ ПРЯМОУГОЛЬНЫХ ОТВЕРСТИЙ 1500мм 50шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.41,
,PÁGIN. 94 - ESTRIBOS (GRAVATA) PARA COFRAGEM,,,"September 25, 2025 11:59 AM",,Опалубка,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
ESTRIBO GRAVATA em Bruto 5x40x250mm 10Un./Emb.,099.GRA0B250,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА в сыром виде 5x40x250мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.51,
ESTRIBO GRAVATA Zincada 5x40x250mm 10Un./Emb.,099.GRA0Z250,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА ОЦИНКОВАННЫЙ 5x40x250мм 10ШТ./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.85,
ESTRIBO GRAVATA em Bruto 5x40x500mm 10Un./Emb.,099.GRA1B500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА в сыром виде 5x40x500мм 10шт./упак.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.70,
ESTRIBO GRAVATA Zincada 5x40x500mm 10Un./Emb.,099.GRA1Z500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА ОЦИНКОВАННЫЙ 5x40x500мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.25,
ESTRIBO GRAVATA em Bruto 6x40x250mm 10Un./Emb.,099.GRA2B250,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА в сыром виде 6x40x250мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€1.80,
ESTRIBO GRAVATA Zincada 6x40x250mm 10Un./Emb.,099.GRA2Z250,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА оцинкованный 6x40x250мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€2.20,
ESTRIBO GRAVATA em Bruto 6x40x500mm 10Un./Emb.,099.GRAB500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА в НЕТРОН 6x40x500мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.20,
ESTRIBO GRAVATA Zincada 6x40x500mm 10Un./Emb.,099.GRAZ500,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА ОЦИНКОВАННЫЙ 6x40x500мм 10ШТ./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.80,
ESTRIBO GRAVATA PERFIL U Zincada 500mm 10Un./Emb.,099.GRUZ0500,,,"October 6, 2025 11:25 AM",un,Металлопрокат,,ЭСТРИБО ГРАВАТА ПЕРФИЛЬ U Оцинкованный 500мм 10шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€4.97,
ESTRIBO GRAVATA PERFIL U Zincada 1000mm 10Un./Emb.,099.GRUZ1000,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,ЭСТРИБО ГРАВАТА ПРИФИЛЬ U Оцинкованный 1000мм 10шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€9.20,
ESTRIBO GRAVATA PERFIL U Zincada 1500mm 10Un./Emb.,099.GRUZ1500,,,"October 6, 2025 11:25 AM",un,Металлические профили,,ЭСТРИБО ГРАВАТА Профиль U оцинкованный 1500мм 10шт./уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€13.98,
,PÁGIN. 94 - MACACO PARA APLICAÇÃO DE CASTANHETAS DE COFRAGEM,,,"September 25, 2025 11:59 AM",,Инструменты,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
MACACO ALAVANCA P/ CASTANHETA MOLA 1Un./Emb.,099.MACAL01,,,"October 6, 2025 11:25 AM",un,Инструменты,,МАКАКО АЛАВАНКА ДЛЯ КАСТАНЬЕТЫ МОЛА 1ШТ./УП.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€73.95,
MACACO Reforçado ALAVANCA P/CAST. MOLA 1Un./Emb.,099.MACALR01,,,"October 6, 2025 11:25 AM",un,Инструменты,,MACACO Усиленный РЫЧАГ ДЛЯ КАСТ. ПРУЖИНА 1Шт./Уп.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€94.90,
MACACO FUSO P/ CASTANHETA CUNHA 1Un./Emb.,099.MACFU01,,,"October 6, 2025 11:25 AM",un,Инструменты,,Макако ФУСО П/ КАСТАНЬЕТА КУНЬЯ (1Un./Emb.),,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€30.55,
,"PÁGIN. 96 - ARGAMASSA, BARRO E CIMENTO REFRATÁRIO - CANDIGRÉS",,,"September 25, 2025 11:59 AM",,рефрактерные материалы,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
ARGAMASSA REFRATÁRIA 25Kg/Saco,102.T8.03.AR25,,,"October 6, 2025 11:25 AM",Saco,Вяжущие материалы,,РЕФРАКТАРНАЯ МАССА 25кг/ПАК,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€38.30,
BARRO REFRATÁRIO 20Kg/Saco,102.T8.03.BA20,,,"October 6, 2025 11:25 AM",Saco,огнеупорные материалы,,БАРР ОТДЕЛЬНЫЙ 20кг/Мешок,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€8.25,
CIMENTO REFRATÁRIO ELECTROLAND 25Kg/Saco,102.T8.03.CI25,,,"October 6, 2025 11:25 AM",Saco,Вяжущие материалы,,ЦЕМЕНТ РЕФРАКТАРНЫЙ ELECTROLAND 25кг/САКО,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€49.40,
LAR PRENS. REFRÁT.Ref.925.01 Branco 25x25x3 300Un/Pal.,102.T8.03.9251,,,"October 6, 2025 11:25 AM",un,Крепежные изделия,,LAR PRENS. РЕФРАТ. (Ref.925.01) Белый 25x25x3 300шт/пал.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.55,
,PÁGIN. 96 - LARES FORNO E REFRÁTARIOS PRENSADOS - CANDIGRÉS,,,"September 25, 2025 11:59 AM",,печи,,,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",,
LAR PRENS. REFRÁT.Ref.925.02 Vermelho 25x25x3 300Un/Pal.,102.T8.03.9252,,,"October 6, 2025 11:25 AM",un,Краски,,LAR PRENS. РЕФРАТ. Ref.925.02 Красный 25x25x3 300шт/пал.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.55,
LAR PRENS. REFRÁT.Ref.925.05 Castanho 25x25x3 300Un/Pal.,102.T8.03.9255,,,"October 6, 2025 11:25 AM",un,Отделочные материалы,,ЛАР ПРЕНС. РЕФРАТ. (Ref.925.05) Кастаньо 25x25x3 300шт/пал.,,,Recom  (https://www.notion.so/Recom-b9da3fcb98b14c4dae488569006e0635?pvs=21),,"September 25, 2025 11:50 AM",€3.55,
